id/team_country__c/fullname/team_name
00509000000WaPoAAK/EU//Sales EU
00509000000WaN4AAK/EU//Sales EU
00509000000WaPjAAK/EU//Sales EU
00509000000WaMkAAK/EU//Sales EU
00509000000WaMVAA0/EU//Sales EU
00509000000WaN9AAK/EU//Sales EU
00509000000WaORAA0/EU//Sales EU
00509000000WaNxAAK/EU//Sales EU
00509000000WaLdAAK/EU//Sales EU
00509000000WaPQAA0/EU//Sales EU
00509000000WaLmAAK/EU//Sales EU
00509000000WaLhAAK/EU//Sales EU
00509000000WaKlAAK/EU//Sales EU
00509000000WaQIAA0/EU//Sales EU
00509000000WaKPAA0/EU//Sales EU
00509000000WaNJAA0/EU//Sales EU
00509000000WaPUAA0/EU//Sales EU
00509000000WaLwAAK/EU//Sales EU
00509000000WaMaAAK/EU//Sales EU
00509000000WaMRAA0/EU//Sales EU
00509000000WaLSAA0/EU//Sales EU
00509000000WaOCAA0/EU//Sales EU
00509000000WaPZAA0/EU//Sales EU
00509000000WaMvAAK/EU//Sales EU
00509000000WaOMAA0/EU//Sales EU
00509000000WaMpAAK/EU//Sales EU
00509000000WaKKAA0/EU//Sales EU
00509000000WaQNAA0/EU//Sales EU
00509000000WaKyAAK/EU//Sales EU
00509000000WaPKAA0/EU//Sales EU
00509000000WaL8AAK/EU//Sales EU
00509000000WaMrAAK/EU//Sales EU
00509000000WaNYAA0/EU//Sales EU
00509000000WaNfAAK/EU//Sales EU
00509000000WaLnAAK/EU//Sales EU
00509000000WaLrAAK/EU//Sales EU
00509000000WaLXAA0/EU//Sales EU
00509000000WaMGAA0/EU//Sales EU
00509000000WaLDAA0/EU//Sales EU
00509000000WaNPAA0/EU//Sales EU
00509000000WaMcAAK/EU//Sales EU
00509000000WaOvAAK/EU//Sales EU
00509000000WaQ8AAK/EU//Sales EU
00509000000WaMHAA0/EU//Sales EU
00509000000WaKjAAK/EU//Sales EU
00509000000WaNeAAK/EU//Sales EU
00509000000WaPkAAK/EU//Sales EU
00509000000WaMfAAK/EU//Sales EU
00509000000WaNdAAK/EU//Sales EU
00509000000WaOgAAK/EU//Sales EU
00509000000WaPeAAK/EU//Sales EU
00509000000WaO7AAK/EU//Sales EU
00509000000WaOHAA0/EU//Sales EU
00509000000WaKtAAK/EU//Sales EU
00509000000WaPAAA0/EU//Sales EU
00509000000WaL9AAK/EU//Sales EU
00509000000WaKaAAK/EU//Sales EU
00509000000V8eMAAS/EU//Sales EU
00509000000V8efAAC/EU//Sales EU
00509000000V8ekAAC/EU//Sales EU
00509000000WaQDAA0/EU//Sales EU
00509000000V8epAAC/EU//Sales EU
00509000000V8eaAAC/EU//Sales EU
00509000000V8fJAAS/EU//Sales EU
00509000000V8fEAAS/EU//Sales EU
00509000000V8fOAAS/EU//Sales EU
00509000000WaKeAAK/EU//Sales EU
00509000000WaKUAA0/EU//Sales EU
00509000000WaP1AAK/US//Sales US
00509000000WaKZAA0/EU//Sales EU
00509000000WaMCAA0/EU//Sales EU
00509000000WaOqAAK/EU//Sales EU
00509000000V8g7AAC/EU//Sales EU
00509000000WaMuAAK/EU//Sales EU
00509000000V4BKAA0/EU//Sales EU
00509000000WaQ3AAK/EU//Sales EU
00509000000WaMQAA0/EU//Sales EU
00509000000V8fiAAC/EU//Sales EU
00509000000V8fxAAC/EU//Sales EU
00509000000V8gHAAS/EU//Sales EU
00509000000V8gMAAS/EU//Sales EU
00509000000V8fYAAS/EU//Sales EU
00509000000V8gCAAS/EU//Sales EU
00509000000V8fdAAC/EU//Sales EU
00509000000V8XyAAK/EU//Sales EU
00509000000V8fsAAC/EU//Sales EU
00509000000V8fnAAC/EU//Sales EU
00509000000V8gRAAS/EU//Sales EU
00509000000V8g2AAC/EU//Sales EU
00509000002DYMOAA4/EU//Sales EU
00509000000V8fTAAS/EU//Sales EU
00509000000V8eNAAS/EU//Sales EU
00509000000X0nAAAS/EU//Sales EU
00509000000WaMzAAK/US//Sales US
00509000000WaP5AAK/EU//Sales EU
00509000000WaOWAA0/EU//Sales EU
00509000000WaNTAA0/EU//Sales EU
00509000000WaLcAAK/EU//Sales EU
00509000000WaQXAA0/EU//Sales EU
00509000000WaKbAAK/EU//Sales EU
00509000000WaPtAAK/US//Sales US
00509000000WaObAAK/US//Sales US
00509000002DYUtAAO/EU//Sales EU
00509000000WaM6AAK/EU//Sales EU
00509000000WaKoAAK/EU//Sales EU
00509000000WaKkAAK/EU//Sales EU
00509000000WaQcAAK/EU//Sales EU
00509000000WaMLAA0/EU//Sales EU
00509000000WaMlAAK/EU//Sales EU
00509000000c97AAAQ/EU//Sales EU
00509000000c97DAAQ/EU//Sales EU
0050900000AMuaWAAT/EU//Sales EU
00509000002B7o3AAC/EU//Sales EU
00509000000UliaAAC/EU//Sales EU
00509000006wmV0AAI/EU//Sales EU
0050900000ANTnjAAH/EU//Sales EU
0050900000AN96iAAD/EU//Sales EU
00509000006vWKBAA2/EU//Sales EU
0055q000000gtDWAAY/EU//Sales EU
0050900000AMxKcAAL/EU//Sales EU
0050900000ANKCjAAP/EU//Sales EU
00509000006yCJuAAM/EU//Sales EU
0055q000000gzMUAAY/EU//Sales EU
00509000004XWqUAAW/EU//Sales EU
0055q000000hBJdAAM/EU//Sales EU
00509000006y830AAA/EU//Sales EU
00509000004WjpUAAS/EU//Sales EU
00509000005IQZKAA4/EU//Sales EU
0050900000ANCIwAAP/EU//Sales EU
0050900000ANW94AAH/US//Sales US
0055q000000h4tPAAQ/EU//Sales EU
00509000002EI0DAAW/EU//Sales EU
0055q000000h4tKAAQ/EU//Sales EU
00509000006y8rGAAQ/EU//Sales EU
00509000000V8h0AAC/EU//Sales EU
0055q000000gwwFAAQ/EU//Sales EU
00509000003zITvAAM/EU//Sales EU
0055q000000h29YAAQ/EU//Sales EU
0050900000AN9bqAAD/EU//Sales EU
0055q000000gzFEAAY/EU//Sales EU
00509000006xUGvAAM/US//Sales US
00509000005Ll13AAC/US//Sales US
00509000003wRtxAAE/EU//Sales EU
0050900000AOxutAAD/EU//Sales EU
0050900000AMuqpAAD/EU//Sales EU
00509000006ymPQAAY/EU//Sales EU
00509000003yta7AAA/EU//Sales EU
00509000008VvsLAAS/EU//Sales EU
00509000005M5KVAA0/EU//Sales EU
00509000003xn7cAAA/US//Sales US
0050900000ANTieAAH/EU//Sales EU
00509000008TaVfAAK/EU//Sales EU
00509000005KqCTAA0/EU//Sales EU
00509000005L21xAAC/EU//Sales EU
00509000005LBPiAAO/US//Sales US
00509000005J6wMAAS/US//Sales US
00509000008Ult4AAC/EU//Sales EU
0050900000AOqAWAA1/EU//Sales EU
0055q000000h4v6AAA/EU//Sales EU
0055q000000h4vQAAQ/EU//Sales EU
0055q000000h4vVAAQ/EU//Sales EU
0055q000000h0kNAAQ/EU//Sales EU
0050900000BwvrOAAR/EU//Sales EU
0055q000000h4vBAAQ/EU//Sales EU
0055q000000h4vGAAQ/EU//Sales EU
0055q000000h4vLAAQ/EU//Sales EU
0055q000000h4msAAA/US//Sales US
